instructor-ID-varchar(5),instructor-name-varchar(20),instructor-dept_name-varchar(20),"instructor-salary-decimal(8,2)",teaches-ID-varchar(5),teaches-course_id-varchar(8),teaches-sec_id-varchar(8),teaches-semester-varchar(6),"teaches-year-decimal(4,0)",
10101,Srinivasan,Comp. Sci.,65000.00,10101,CS-101,1,Fall,2017,
10101,Srinivasan,Comp. Sci.,65000.00,45565,CS-101,1,Spring,2018,
10101,Srinivasan,Comp. Sci.,65000.00,83821,CS-190,1,Spring,2017,
10101,Srinivasan,Comp. Sci.,65000.00,83821,CS-190,2,Spring,2017,
10101,Srinivasan,Comp. Sci.,65000.00,10101,CS-315,1,Spring,2018,
10101,Srinivasan,Comp. Sci.,65000.00,45565,CS-319,1,Spring,2018,
10101,Srinivasan,Comp. Sci.,65000.00,83821,CS-319,2,Spring,2018,
10101,Srinivasan,Comp. Sci.,65000.00,10101,CS-347,1,Fall,2017,
10101,Srinivasan,Comp. Sci.,65000.00,98345,EE-181,1,Spring,2017,
10101,Srinivasan,Comp. Sci.,65000.00,12121,FIN-201,1,Spring,2018,
10101,Srinivasan,Comp. Sci.,65000.00,32343,HIS-351,1,Spring,2018,
10101,Srinivasan,Comp. Sci.,65000.00,15151,MU-199,1,Spring,2018,
10101,Srinivasan,Comp. Sci.,65000.00,22222,PHY-101,1,Fall,2017,
12121,Wu,Finance,90000.00,76766,BIO-101,1,Summer,2017,
12121,Wu,Finance,90000.00,76766,BIO-301,1,Summer,2018,
12121,Wu,Finance,90000.00,10101,CS-101,1,Fall,2017,
12121,Wu,Finance,90000.00,45565,CS-101,1,Spring,2018,
12121,Wu,Finance,90000.00,83821,CS-190,1,Spring,2017,
12121,Wu,Finance,90000.00,83821,CS-190,2,Spring,2017,
12121,Wu,Finance,90000.00,10101,CS-315,1,Spring,2018,
12121,Wu,Finance,90000.00,45565,CS-319,1,Spring,2018,
12121,Wu,Finance,90000.00,83821,CS-319,2,Spring,2018,
12121,Wu,Finance,90000.00,10101,CS-347,1,Fall,2017,
12121,Wu,Finance,90000.00,98345,EE-181,1,Spring,2017,
12121,Wu,Finance,90000.00,12121,FIN-201,1,Spring,2018,
12121,Wu,Finance,90000.00,32343,HIS-351,1,Spring,2018,
12121,Wu,Finance,90000.00,15151,MU-199,1,Spring,2018,
12121,Wu,Finance,90000.00,22222,PHY-101,1,Fall,2017,
12121,Wu,Finance,90000.00,76766,BIO-101,1,Summer,2017,
12121,Wu,Finance,90000.00,76766,BIO-301,1,Summer,2018,
12121,Wu,Finance,90000.00,10101,CS-101,1,Fall,2017,
12121,Wu,Finance,90000.00,45565,CS-101,1,Spring,2018,
12121,Wu,Finance,90000.00,83821,CS-190,1,Spring,2017,
12121,Wu,Finance,90000.00,83821,CS-190,2,Spring,2017,
12121,Wu,Finance,90000.00,10101,CS-315,1,Spring,2018,
12121,Wu,Finance,90000.00,45565,CS-319,1,Spring,2018,
12121,Wu,Finance,90000.00,83821,CS-319,2,Spring,2018,
12121,Wu,Finance,90000.00,10101,CS-347,1,Fall,2017,
12121,Wu,Finance,90000.00,98345,EE-181,1,Spring,2017,
12121,Wu,Finance,90000.00,12121,FIN-201,1,Spring,2018,
12121,Wu,Finance,90000.00,32343,HIS-351,1,Spring,2018,
12121,Wu,Finance,90000.00,15151,MU-199,1,Spring,2018,
12121,Wu,Finance,90000.00,22222,PHY-101,1,Fall,2017,
15151,Mozart,Music,40000.00,76766,BIO-101,1,Summer,2017,
15151,Mozart,Music,40000.00,76766,BIO-301,1,Summer,2018,
15151,Mozart,Music,40000.00,10101,CS-101,1,Fall,2017,
15151,Mozart,Music,40000.00,45565,CS-101,1,Spring,2018,
15151,Mozart,Music,40000.00,83821,CS-190,1,Spring,2017,
15151,Mozart,Music,40000.00,83821,CS-190,2,Spring,2017,
15151,Mozart,Music,40000.00,10101,CS-315,1,Spring,2018,
15151,Mozart,Music,40000.00,45565,CS-319,1,Spring,2018,
15151,Mozart,Music,40000.00,83821,CS-319,2,Spring,2018,
15151,Mozart,Music,40000.00,10101,CS-347,1,Fall,2017,
15151,Mozart,Music,40000.00,98345,EE-181,1,Spring,2017,
15151,Mozart,Music,40000.00,12121,FIN-201,1,Spring,2018,
15151,Mozart,Music,40000.00,32343,HIS-351,1,Spring,2018,
15151,Mozart,Music,40000.00,15151,MU-199,1,Spring,2018,
15151,Mozart,Music,40000.00,22222,PHY-101,1,Fall,2017,
15151,Mozart,Music,40000.00,76766,BIO-101,1,Summer,2017,
15151,Mozart,Music,40000.00,76766,BIO-301,1,Summer,2018,
15151,Mozart,Music,40000.00,10101,CS-101,1,Fall,2017,
15151,Mozart,Music,40000.00,45565,CS-101,1,Spring,2018,
15151,Mozart,Music,40000.00,83821,CS-190,1,Spring,2017,
15151,Mozart,Music,40000.00,83821,CS-190,2,Spring,2017,
15151,Mozart,Music,40000.00,10101,CS-315,1,Spring,2018,
15151,Mozart,Music,40000.00,45565,CS-319,1,Spring,2018,
15151,Mozart,Music,40000.00,83821,CS-319,2,Spring,2018,
15151,Mozart,Music,40000.00,10101,CS-347,1,Fall,2017,
15151,Mozart,Music,40000.00,98345,EE-181,1,Spring,2017,
15151,Mozart,Music,40000.00,12121,FIN-201,1,Spring,2018,
15151,Mozart,Music,40000.00,32343,HIS-351,1,Spring,2018,
15151,Mozart,Music,40000.00,15151,MU-199,1,Spring,2018,
15151,Mozart,Music,40000.00,22222,PHY-101,1,Fall,2017,
22222,Einstein,Physics,95000.00,76766,BIO-101,1,Summer,2017,
22222,Einstein,Physics,95000.00,76766,BIO-301,1,Summer,2018,
22222,Einstein,Physics,95000.00,10101,CS-101,1,Fall,2017,
22222,Einstein,Physics,95000.00,45565,CS-101,1,Spring,2018,
22222,Einstein,Physics,95000.00,83821,CS-190,1,Spring,2017,
22222,Einstein,Physics,95000.00,83821,CS-190,2,Spring,2017,
22222,Einstein,Physics,95000.00,10101,CS-315,1,Spring,2018,
22222,Einstein,Physics,95000.00,45565,CS-319,1,Spring,2018,
22222,Einstein,Physics,95000.00,83821,CS-319,2,Spring,2018,
22222,Einstein,Physics,95000.00,10101,CS-347,1,Fall,2017,
22222,Einstein,Physics,95000.00,98345,EE-181,1,Spring,2017,
22222,Einstein,Physics,95000.00,12121,FIN-201,1,Spring,2018,
22222,Einstein,Physics,95000.00,32343,HIS-351,1,Spring,2018,
22222,Einstein,Physics,95000.00,15151,MU-199,1,Spring,2018,
22222,Einstein,Physics,95000.00,22222,PHY-101,1,Fall,2017,
22222,Einstein,Physics,95000.00,76766,BIO-101,1,Summer,2017,
22222,Einstein,Physics,95000.00,76766,BIO-301,1,Summer,2018,
22222,Einstein,Physics,95000.00,10101,CS-101,1,Fall,2017,
22222,Einstein,Physics,95000.00,45565,CS-101,1,Spring,2018,
22222,Einstein,Physics,95000.00,83821,CS-190,1,Spring,2017,
22222,Einstein,Physics,95000.00,83821,CS-190,2,Spring,2017,
22222,Einstein,Physics,95000.00,10101,CS-315,1,Spring,2018,
22222,Einstein,Physics,95000.00,45565,CS-319,1,Spring,2018,
22222,Einstein,Physics,95000.00,83821,CS-319,2,Spring,2018,
22222,Einstein,Physics,95000.00,10101,CS-347,1,Fall,2017,
22222,Einstein,Physics,95000.00,98345,EE-181,1,Spring,2017,
22222,Einstein,Physics,95000.00,12121,FIN-201,1,Spring,2018,
22222,Einstein,Physics,95000.00,32343,HIS-351,1,Spring,2018,
22222,Einstein,Physics,95000.00,15151,MU-199,1,Spring,2018,
22222,Einstein,Physics,95000.00,22222,PHY-101,1,Fall,2017,
32343,El Said,History,60000.00,76766,BIO-101,1,Summer,2017,
32343,El Said,History,60000.00,76766,BIO-301,1,Summer,2018,
32343,El Said,History,60000.00,10101,CS-101,1,Fall,2017,
32343,El Said,History,60000.00,45565,CS-101,1,Spring,2018,
32343,El Said,History,60000.00,83821,CS-190,1,Spring,2017,
32343,El Said,History,60000.00,83821,CS-190,2,Spring,2017,
32343,El Said,History,60000.00,10101,CS-315,1,Spring,2018,
32343,El Said,History,60000.00,45565,CS-319,1,Spring,2018,
32343,El Said,History,60000.00,83821,CS-319,2,Spring,2018,
32343,El Said,History,60000.00,10101,CS-347,1,Fall,2017,
32343,El Said,History,60000.00,98345,EE-181,1,Spring,2017,
32343,El Said,History,60000.00,12121,FIN-201,1,Spring,2018,
32343,El Said,History,60000.00,32343,HIS-351,1,Spring,2018,
32343,El Said,History,60000.00,15151,MU-199,1,Spring,2018,
32343,El Said,History,60000.00,22222,PHY-101,1,Fall,2017,
32343,El Said,History,60000.00,76766,BIO-101,1,Summer,2017,
32343,El Said,History,60000.00,76766,BIO-301,1,Summer,2018,
32343,El Said,History,60000.00,10101,CS-101,1,Fall,2017,
32343,El Said,History,60000.00,45565,CS-101,1,Spring,2018,
32343,El Said,History,60000.00,83821,CS-190,1,Spring,2017,
32343,El Said,History,60000.00,83821,CS-190,2,Spring,2017,
32343,El Said,History,60000.00,10101,CS-315,1,Spring,2018,
32343,El Said,History,60000.00,45565,CS-319,1,Spring,2018,
32343,El Said,History,60000.00,83821,CS-319,2,Spring,2018,
32343,El Said,History,60000.00,10101,CS-347,1,Fall,2017,
32343,El Said,History,60000.00,98345,EE-181,1,Spring,2017,
32343,El Said,History,60000.00,12121,FIN-201,1,Spring,2018,
32343,El Said,History,60000.00,32343,HIS-351,1,Spring,2018,
32343,El Said,History,60000.00,15151,MU-199,1,Spring,2018,
32343,El Said,History,60000.00,22222,PHY-101,1,Fall,2017,
33456,Gold,Physics,87000.00,76766,BIO-101,1,Summer,2017,
33456,Gold,Physics,87000.00,76766,BIO-301,1,Summer,2018,
33456,Gold,Physics,87000.00,10101,CS-101,1,Fall,2017,
33456,Gold,Physics,87000.00,45565,CS-101,1,Spring,2018,
33456,Gold,Physics,87000.00,83821,CS-190,1,Spring,2017,
33456,Gold,Physics,87000.00,83821,CS-190,2,Spring,2017,
33456,Gold,Physics,87000.00,10101,CS-315,1,Spring,2018,
33456,Gold,Physics,87000.00,45565,CS-319,1,Spring,2018,
33456,Gold,Physics,87000.00,83821,CS-319,2,Spring,2018,
33456,Gold,Physics,87000.00,10101,CS-347,1,Fall,2017,
33456,Gold,Physics,87000.00,98345,EE-181,1,Spring,2017,
33456,Gold,Physics,87000.00,12121,FIN-201,1,Spring,2018,
33456,Gold,Physics,87000.00,32343,HIS-351,1,Spring,2018,
33456,Gold,Physics,87000.00,15151,MU-199,1,Spring,2018,
33456,Gold,Physics,87000.00,22222,PHY-101,1,Fall,2017,
33456,Gold,Physics,87000.00,76766,BIO-101,1,Summer,2017,
33456,Gold,Physics,87000.00,76766,BIO-301,1,Summer,2018,
33456,Gold,Physics,87000.00,10101,CS-101,1,Fall,2017,
33456,Gold,Physics,87000.00,45565,CS-101,1,Spring,2018,
33456,Gold,Physics,87000.00,83821,CS-190,1,Spring,2017,
33456,Gold,Physics,87000.00,83821,CS-190,2,Spring,2017,
33456,Gold,Physics,87000.00,10101,CS-315,1,Spring,2018,
33456,Gold,Physics,87000.00,45565,CS-319,1,Spring,2018,
33456,Gold,Physics,87000.00,83821,CS-319,2,Spring,2018,
33456,Gold,Physics,87000.00,10101,CS-347,1,Fall,2017,
33456,Gold,Physics,87000.00,98345,EE-181,1,Spring,2017,
33456,Gold,Physics,87000.00,12121,FIN-201,1,Spring,2018,
33456,Gold,Physics,87000.00,32343,HIS-351,1,Spring,2018,
33456,Gold,Physics,87000.00,15151,MU-199,1,Spring,2018,
33456,Gold,Physics,87000.00,22222,PHY-101,1,Fall,2017,
45565,Katz,Comp. Sci.,75000.00,76766,BIO-101,1,Summer,2017,
45565,Katz,Comp. Sci.,75000.00,76766,BIO-301,1,Summer,2018,
45565,Katz,Comp. Sci.,75000.00,10101,CS-101,1,Fall,2017,
45565,Katz,Comp. Sci.,75000.00,45565,CS-101,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,83821,CS-190,1,Spring,2017,
45565,Katz,Comp. Sci.,75000.00,83821,CS-190,2,Spring,2017,
45565,Katz,Comp. Sci.,75000.00,10101,CS-315,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,45565,CS-319,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,83821,CS-319,2,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,10101,CS-347,1,Fall,2017,
45565,Katz,Comp. Sci.,75000.00,98345,EE-181,1,Spring,2017,
45565,Katz,Comp. Sci.,75000.00,12121,FIN-201,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,32343,HIS-351,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,15151,MU-199,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,22222,PHY-101,1,Fall,2017,
45565,Katz,Comp. Sci.,75000.00,76766,BIO-101,1,Summer,2017,
45565,Katz,Comp. Sci.,75000.00,76766,BIO-301,1,Summer,2018,
45565,Katz,Comp. Sci.,75000.00,10101,CS-101,1,Fall,2017,
45565,Katz,Comp. Sci.,75000.00,45565,CS-101,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,83821,CS-190,1,Spring,2017,
45565,Katz,Comp. Sci.,75000.00,83821,CS-190,2,Spring,2017,
45565,Katz,Comp. Sci.,75000.00,10101,CS-315,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,45565,CS-319,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,83821,CS-319,2,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,10101,CS-347,1,Fall,2017,
45565,Katz,Comp. Sci.,75000.00,98345,EE-181,1,Spring,2017,
45565,Katz,Comp. Sci.,75000.00,12121,FIN-201,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,32343,HIS-351,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,15151,MU-199,1,Spring,2018,
45565,Katz,Comp. Sci.,75000.00,22222,PHY-101,1,Fall,2017,
58583,Califieri,History,62000.00,76766,BIO-101,1,Summer,2017,
58583,Califieri,History,62000.00,76766,BIO-301,1,Summer,2018,
58583,Califieri,History,62000.00,10101,CS-101,1,Fall,2017,
58583,Califieri,History,62000.00,45565,CS-101,1,Spring,2018,
58583,Califieri,History,62000.00,83821,CS-190,1,Spring,2017,
58583,Califieri,History,62000.00,83821,CS-190,2,Spring,2017,
58583,Califieri,History,62000.00,10101,CS-315,1,Spring,2018,
58583,Califieri,History,62000.00,45565,CS-319,1,Spring,2018,
58583,Califieri,History,62000.00,83821,CS-319,2,Spring,2018,
58583,Califieri,History,62000.00,10101,CS-347,1,Fall,2017,
58583,Califieri,History,62000.00,98345,EE-181,1,Spring,2017,
58583,Califieri,History,62000.00,12121,FIN-201,1,Spring,2018,
58583,Califieri,History,62000.00,32343,HIS-351,1,Spring,2018,
58583,Califieri,History,62000.00,15151,MU-199,1,Spring,2018,
58583,Califieri,History,62000.00,22222,PHY-101,1,Fall,2017,
58583,Califieri,History,62000.00,76766,BIO-101,1,Summer,2017,
58583,Califieri,History,62000.00,76766,BIO-301,1,Summer,2018,
58583,Califieri,History,62000.00,10101,CS-101,1,Fall,2017,
58583,Califieri,History,62000.00,45565,CS-101,1,Spring,2018,
58583,Califieri,History,62000.00,83821,CS-190,1,Spring,2017,
58583,Califieri,History,62000.00,83821,CS-190,2,Spring,2017,
58583,Califieri,History,62000.00,10101,CS-315,1,Spring,2018,
58583,Califieri,History,62000.00,45565,CS-319,1,Spring,2018,
58583,Califieri,History,62000.00,83821,CS-319,2,Spring,2018,
58583,Califieri,History,62000.00,10101,CS-347,1,Fall,2017,
58583,Califieri,History,62000.00,98345,EE-181,1,Spring,2017,
58583,Califieri,History,62000.00,12121,FIN-201,1,Spring,2018,
58583,Califieri,History,62000.00,32343,HIS-351,1,Spring,2018,
58583,Califieri,History,62000.00,15151,MU-199,1,Spring,2018,
58583,Califieri,History,62000.00,22222,PHY-101,1,Fall,2017,
76543,Singh,Finance,80000.00,76766,BIO-101,1,Summer,2017,
76543,Singh,Finance,80000.00,76766,BIO-301,1,Summer,2018,
76543,Singh,Finance,80000.00,10101,CS-101,1,Fall,2017,
76543,Singh,Finance,80000.00,45565,CS-101,1,Spring,2018,
76543,Singh,Finance,80000.00,83821,CS-190,1,Spring,2017,
76543,Singh,Finance,80000.00,83821,CS-190,2,Spring,2017,
76543,Singh,Finance,80000.00,10101,CS-315,1,Spring,2018,
76543,Singh,Finance,80000.00,45565,CS-319,1,Spring,2018,
76543,Singh,Finance,80000.00,83821,CS-319,2,Spring,2018,
76543,Singh,Finance,80000.00,10101,CS-347,1,Fall,2017,
76543,Singh,Finance,80000.00,98345,EE-181,1,Spring,2017,
76543,Singh,Finance,80000.00,12121,FIN-201,1,Spring,2018,
76543,Singh,Finance,80000.00,32343,HIS-351,1,Spring,2018,
76543,Singh,Finance,80000.00,15151,MU-199,1,Spring,2018,
76543,Singh,Finance,80000.00,22222,PHY-101,1,Fall,2017,
76543,Singh,Finance,80000.00,76766,BIO-101,1,Summer,2017,
76543,Singh,Finance,80000.00,76766,BIO-301,1,Summer,2018,
76543,Singh,Finance,80000.00,10101,CS-101,1,Fall,2017,
76543,Singh,Finance,80000.00,45565,CS-101,1,Spring,2018,
76543,Singh,Finance,80000.00,83821,CS-190,1,Spring,2017,
76543,Singh,Finance,80000.00,83821,CS-190,2,Spring,2017,
76543,Singh,Finance,80000.00,10101,CS-315,1,Spring,2018,
76543,Singh,Finance,80000.00,45565,CS-319,1,Spring,2018,
76543,Singh,Finance,80000.00,83821,CS-319,2,Spring,2018,
76543,Singh,Finance,80000.00,10101,CS-347,1,Fall,2017,
76543,Singh,Finance,80000.00,98345,EE-181,1,Spring,2017,
76543,Singh,Finance,80000.00,12121,FIN-201,1,Spring,2018,
76543,Singh,Finance,80000.00,32343,HIS-351,1,Spring,2018,
76543,Singh,Finance,80000.00,15151,MU-199,1,Spring,2018,
76543,Singh,Finance,80000.00,22222,PHY-101,1,Fall,2017,
76766,Crick,Biology,72000.00,76766,BIO-101,1,Summer,2017,
76766,Crick,Biology,72000.00,76766,BIO-301,1,Summer,2018,
76766,Crick,Biology,72000.00,10101,CS-101,1,Fall,2017,
76766,Crick,Biology,72000.00,45565,CS-101,1,Spring,2018,
76766,Crick,Biology,72000.00,83821,CS-190,1,Spring,2017,
76766,Crick,Biology,72000.00,83821,CS-190,2,Spring,2017,
76766,Crick,Biology,72000.00,10101,CS-315,1,Spring,2018,
76766,Crick,Biology,72000.00,45565,CS-319,1,Spring,2018,
76766,Crick,Biology,72000.00,83821,CS-319,2,Spring,2018,
76766,Crick,Biology,72000.00,10101,CS-347,1,Fall,2017,
76766,Crick,Biology,72000.00,98345,EE-181,1,Spring,2017,
76766,Crick,Biology,72000.00,12121,FIN-201,1,Spring,2018,
76766,Crick,Biology,72000.00,32343,HIS-351,1,Spring,2018,
76766,Crick,Biology,72000.00,15151,MU-199,1,Spring,2018,
76766,Crick,Biology,72000.00,22222,PHY-101,1,Fall,2017,
76766,Crick,Biology,72000.00,76766,BIO-101,1,Summer,2017,
76766,Crick,Biology,72000.00,76766,BIO-301,1,Summer,2018,
76766,Crick,Biology,72000.00,10101,CS-101,1,Fall,2017,
76766,Crick,Biology,72000.00,45565,CS-101,1,Spring,2018,
76766,Crick,Biology,72000.00,83821,CS-190,1,Spring,2017,
76766,Crick,Biology,72000.00,83821,CS-190,2,Spring,2017,
76766,Crick,Biology,72000.00,10101,CS-315,1,Spring,2018,
76766,Crick,Biology,72000.00,45565,CS-319,1,Spring,2018,
76766,Crick,Biology,72000.00,83821,CS-319,2,Spring,2018,
76766,Crick,Biology,72000.00,10101,CS-347,1,Fall,2017,
76766,Crick,Biology,72000.00,98345,EE-181,1,Spring,2017,
76766,Crick,Biology,72000.00,12121,FIN-201,1,Spring,2018,
76766,Crick,Biology,72000.00,32343,HIS-351,1,Spring,2018,
76766,Crick,Biology,72000.00,15151,MU-199,1,Spring,2018,
76766,Crick,Biology,72000.00,22222,PHY-101,1,Fall,2017,
83821,Brandt,Comp. Sci.,92000.00,76766,BIO-101,1,Summer,2017,
83821,Brandt,Comp. Sci.,92000.00,76766,BIO-301,1,Summer,2018,
83821,Brandt,Comp. Sci.,92000.00,10101,CS-101,1,Fall,2017,
83821,Brandt,Comp. Sci.,92000.00,45565,CS-101,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,83821,CS-190,1,Spring,2017,
83821,Brandt,Comp. Sci.,92000.00,83821,CS-190,2,Spring,2017,
83821,Brandt,Comp. Sci.,92000.00,10101,CS-315,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,45565,CS-319,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,83821,CS-319,2,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,10101,CS-347,1,Fall,2017,
83821,Brandt,Comp. Sci.,92000.00,98345,EE-181,1,Spring,2017,
83821,Brandt,Comp. Sci.,92000.00,12121,FIN-201,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,32343,HIS-351,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,15151,MU-199,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,22222,PHY-101,1,Fall,2017,
83821,Brandt,Comp. Sci.,92000.00,76766,BIO-101,1,Summer,2017,
83821,Brandt,Comp. Sci.,92000.00,76766,BIO-301,1,Summer,2018,
83821,Brandt,Comp. Sci.,92000.00,10101,CS-101,1,Fall,2017,
83821,Brandt,Comp. Sci.,92000.00,45565,CS-101,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,83821,CS-190,1,Spring,2017,
83821,Brandt,Comp. Sci.,92000.00,83821,CS-190,2,Spring,2017,
83821,Brandt,Comp. Sci.,92000.00,10101,CS-315,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,45565,CS-319,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,83821,CS-319,2,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,10101,CS-347,1,Fall,2017,
83821,Brandt,Comp. Sci.,92000.00,98345,EE-181,1,Spring,2017,
83821,Brandt,Comp. Sci.,92000.00,12121,FIN-201,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,32343,HIS-351,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,15151,MU-199,1,Spring,2018,
83821,Brandt,Comp. Sci.,92000.00,22222,PHY-101,1,Fall,2017,
98345,Kim,Elec. Eng.,80000.00,76766,BIO-101,1,Summer,2017,
98345,Kim,Elec. Eng.,80000.00,76766,BIO-301,1,Summer,2018,
98345,Kim,Elec. Eng.,80000.00,10101,CS-101,1,Fall,2017,
98345,Kim,Elec. Eng.,80000.00,45565,CS-101,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,83821,CS-190,1,Spring,2017,
98345,Kim,Elec. Eng.,80000.00,83821,CS-190,2,Spring,2017,
98345,Kim,Elec. Eng.,80000.00,10101,CS-315,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,45565,CS-319,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,83821,CS-319,2,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,10101,CS-347,1,Fall,2017,
98345,Kim,Elec. Eng.,80000.00,98345,EE-181,1,Spring,2017,
98345,Kim,Elec. Eng.,80000.00,12121,FIN-201,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,32343,HIS-351,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,15151,MU-199,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,22222,PHY-101,1,Fall,2017,
98345,Kim,Elec. Eng.,80000.00,76766,BIO-101,1,Summer,2017,
98345,Kim,Elec. Eng.,80000.00,76766,BIO-301,1,Summer,2018,
98345,Kim,Elec. Eng.,80000.00,10101,CS-101,1,Fall,2017,
98345,Kim,Elec. Eng.,80000.00,45565,CS-101,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,83821,CS-190,1,Spring,2017,
98345,Kim,Elec. Eng.,80000.00,83821,CS-190,2,Spring,2017,
98345,Kim,Elec. Eng.,80000.00,10101,CS-315,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,45565,CS-319,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,83821,CS-319,2,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,10101,CS-347,1,Fall,2017,
98345,Kim,Elec. Eng.,80000.00,98345,EE-181,1,Spring,2017,
98345,Kim,Elec. Eng.,80000.00,12121,FIN-201,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,32343,HIS-351,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,15151,MU-199,1,Spring,2018,
98345,Kim,Elec. Eng.,80000.00,22222,PHY-101,1,Fall,2017,
